raw_code,code,market,name,price,pct_change,turnover_rate,volume_ratio,pe_ttm,pb,momentum_5d,momentum_10d,momentum_20d,momentum_60d,momentum_ytd,amount_cny,market_cap_cny,float_cap_cny
bj920227,920227,bj,美登科技,47.12,-0.46,0.99,0.8,41.08,4.59,-1.55,-10.52,3.11,-29.7,-20.0,8280000.0,1835000000.0000002,835000000.0
sz301251,301251,sz,威尔高,47.1,0.3,7.41,0.58,133.76,5.74,-4.44,7.85,60.97,-10.66,26.25,260070000.0,8881000000.0,3560000000.0
sz301289,301289,sz,国缆检测,47.06,6.45,4.53,5.64,38.86,3.57,10.94,6.28,12.58,-3.33,-19.28,169820000.0,3671000000.0,3647000000.0
sz301218,301218,sz,华是科技,47.01,-1.07,28.6,1.71,-181.02,5.91,17.55,0.04,20.85,27.19,98.86,968320000.0,5361000000.0,3371000000.0
sz301105,301105,sz,鸿铭股份,47.0,-1.84,2.2,0.76,-89.38,3.06,3.36,-2.67,3.62,-7.3,0.71,20550000.0,2350000000.0,931000000.0
sh603267,603267,sh,鸿远电子,46.94,-0.84,1.68,0.58,37.92,2.43,-3.97,-11.27,-0.78,-40.57,-13.36,183380000.0,10847000000.0,10847000000.0
sh688478,688478,sh,晶升股份,46.92,-1.84,3.12,0.74,-145.71,4.33,-5.67,-5.4,8.49,-20.94,25.42,202420000.0,6492000000.0,6492000000.0
sh603127,603127,sh,昭衍新药,46.91,-2.86,4.35,0.56,71.0,4.15,-5.8,-8.29,6.76,42.8,34.45,1296150000.0,35152000000.0,29445999999.999996
sh688281,688281,sh,华秦科技,46.9,3.97,1.66,2.25,53.78,3.7,1.8,-1.76,-1.16,-11.84,-10.76,302410000.0,17897000000.0,17897000000.0
sh688097,688097,sh,博众精工,46.9,-1.2,1.32,0.77,30.45,4.18,1.6,5.37,15.77,-27.59,24.73,277740000.0,20948000000.0,20948000000.0
sz002138,002138,sz,顺络电子,46.89,-1.26,2.79,0.73,38.49,5.76,-1.1,-6.22,8.67,-4.01,34.98,1003090000.0,37808000000.0,35934000000.0
sh603688,603688,sh,石英股份,46.87,0.36,1.84,0.86,184.15,4.33,-1.22,-5.71,7.57,-24.03,28.43,464390000.0,25388000000.0,25388000000.0
sz002870,002870,sz,香山股份,46.85,-0.49,2.03,0.67,241.34,3.2,-2.8,-1.35,21.4,15.25,19.53,124230000.0,7156999999.999999,6078000000.0
sh600988,600988,sh,赤峰黄金,46.85,-1.7,3.69,0.66,24.82,6.51,9.67,14.32,23.75,37.19,51.52,2918420000.0,89034000000.0,77954000000.0
sz301513,301513,sz,尚水智能,46.84,-4.51,7.17,1.4,55.19,3.6,-2.17,-5.91,-1.04,-30.17,78.85,67710000.0,4684000000.0,944000000.0
sh688778,688778,sh,厦钨新能,46.8,2.83,1.46,1.3,25.93,2.48,0.67,-4.16,1.01,-22.54,-39.28,345780000.0,23620000000.0,23620000000.0
sz301096,301096,sz,百诚医药,46.78,-2.68,2.57,0.85,-55.6,2.05,-4.08,-2.76,21.82,-16.98,-18.13,100240000.0,5110000000.0,3888000000.0000005
sh600301,600301,sh,华锡有色,46.77,1.76,2.77,0.74,31.05,5.81,-0.7,-5.52,13.91,-29.31,23.18,358310000.0,29585000000.000004,12877000000.000002
