raw_code,code,market,name,price,pct_change,turnover_rate,volume_ratio,pe_ttm,pb,momentum_5d,momentum_10d,momentum_20d,momentum_60d,momentum_ytd,amount_cny,market_cap_cny,float_cap_cny,score,factor_momentum,factor_value,factor_liquidity,factor_activity,factor_daily_strength,factor_size,reasons
sh601665,601665,sh,齐鲁银行,6.56,0.61,0.55,0.71,6.84,0.81,3.47,5.13,6.32,10.22,19.47,223220000.0,40369000000.0,40369000000.0,71.1,76.7,95.3,38.0,55.1,73.0,77.2,中期趋势靠前、估值相对占优、市值稳定性较高
sh600711,600711,sh,盛屯矿业,11.87,-1.9,4.42,1.3,13.52,2.05,-1.41,-6.83,10.73,-2.7,-21.45,1618640000.0,36686000000.0,36686000000.0,71.0,60.1,72.1,90.6,92.2,37.1,74.4,估值相对占优、成交活跃、量比与换手适中
sh600938,600938,sh,中国海油,33.72,-0.41,1.16,0.8,12.86,1.97,2.52,5.37,6.88,-0.59,13.53,1162920000.0,1602710000000.0,100823000000.0,71.0,60.1,74.5,86.7,61.9,58.4,99.7,估值相对占优、成交活跃、市值稳定性较高
sz300483,300483,sz,首华燃气,23.2,1.13,5.6,1.61,25.7,2.3,-0.47,-2.03,15.37,25.0,63.61,495080000.0,8934000000.0,8921000000.0,71.0,93.3,52.0,66.7,85.0,80.4,18.8,中期趋势靠前、量比与换手适中
sz000426,000426,sz,兴业银锡,42.29,3.45,8.85,1.98,28.15,6.94,7.12,3.98,26.88,6.52,18.79,6500130000.0,75092000000.0,75073000000.0,70.9,84.5,28.6,99.2,51.1,86.4,86.3,中期趋势靠前、成交活跃、市值稳定性较高
sh600019,600019,sh,宝钢股份,5.86,0.86,0.59,1.28,12.72,0.62,2.09,1.38,-1.35,0.17,-19.39,743330000.0,127643000000.0,125486999999.99998,70.7,46.0,90.4,78.1,68.3,76.6,91.5,估值相对占优、成交活跃、市值稳定性较高
sz000923,000923,sz,河钢资源,15.71,3.42,3.83,1.35,22.1,1.06,0.0,2.55,7.75,5.29,-23.63,377620000.0,10254000000.0,9864000000.0,70.4,72.3,71.8,59.1,95.3,86.9,25.5,中期趋势靠前、估值相对占优、量比与换手适中
sh600583,600583,sh,海油工程,6.1,-0.33,0.98,0.5,12.98,0.93,8.73,9.91,10.31,12.67,15.22,262490000.0,26970000000.0,26970000000.0,70.2,84.1,87.3,45.9,53.8,59.6,65.6,中期趋势靠前、估值相对占优
sz002948,002948,sz,青岛银行,6.0,0.84,0.92,0.78,6.4,0.83,4.71,3.45,4.17,10.91,39.53,194240000.0,34922000000.0,21133000000.0,70.2,74.5,95.6,32.6,59.6,76.3,72.9,中期趋势靠前、估值相对占优、市值稳定性较高
sh600177,600177,sh,雅戈尔,8.02,1.65,0.6,1.12,14.45,0.89,1.78,4.29,3.35,10.47,9.53,216560000.0,37080000000.0,36118000000.0,70.1,72.0,85.2,36.4,64.7,87.9,74.5,中期趋势靠前、估值相对占优、市值稳定性较高
sh605599,605599,sh,菜百股份,17.1,1.42,2.8,2.65,10.98,2.99,7.82,0.18,12.87,12.28,9.69,375050000.0,13300000000.0,13300000000.0,69.8,85.9,67.5,58.5,64.7,84.6,36.0,中期趋势靠前
sh600392,600392,sh,盛和资源,22.84,0.48,3.53,1.01,40.11,3.24,-5.46,-10.04,9.07,5.79,7.58,1418310000.0,40035000000.0,40035000000.0,69.7,74.4,32.7,88.6,85.3,71.1,76.9,中期趋势靠前、成交活跃、量比与换手适中
sh601555,601555,sh,东吴证券,7.89,0.77,0.8,1.25,11.62,0.92,-2.83,-1.38,2.73,3.54,-10.75,313560000.0,39203000000.0,39203000000.0,69.7,61.0,89.7,53.2,69.2,75.3,76.0,估值相对占优、市值稳定性较高
sh600256,600256,sh,广汇能源,6.16,-1.12,2.41,1.22,22.24,1.58,3.88,6.39,13.65,-1.39,26.83,947240000.0,39375000000.0,39375000000.0,69.6,65.3,65.2,82.6,81.2,48.3,76.4,成交活跃、量比与换手适中、市值稳定性较高
sh600961,600961,sh,株冶集团,27.82,-2.08,9.11,1.28,12.0,5.09,-6.71,-7.79,20.17,9.79,72.8,1920380000.0,29847000000.000004,20915000000.0,69.5,86.9,54.9,92.8,54.9,34.6,68.3,中期趋势靠前、成交活跃
sh600531,600531,sh,豫光金铅,13.89,-0.07,8.56,1.9,18.54,2.45,2.74,-0.07,18.82,6.72,20.42,1439600000.0,16797000000.0,16797000000.0,69.5,82.9,60.2,88.9,55.2,63.3,46.0,中期趋势靠前、成交活跃
sh603268,603268,sh,松发股份,180.93,-1.03,2.18,1.14,52.75,10.54,-1.29,-1.27,18.98,31.68,116.99,923420000.0,184316000000.0,42202000000.0,69.5,95.7,12.1,82.0,77.6,49.6,95.0,中期趋势靠前、成交活跃、量比与换手适中
sz000100,000100,sz,TCL科技,4.92,-2.19,2.14,0.95,20.22,1.68,-5.2,1.03,-3.53,17.42,10.56,2128640000.0,102340000000.0,98966000000.0,69.4,62.4,67.1,94.0,73.0,33.0,89.7,成交活跃、量比与换手适中、市值稳定性较高
sh601168,601168,sh,西部矿业,36.7,-3.04,3.04,1.34,14.72,3.9,-6.71,-13.55,-2.7,20.45,33.26,2685850000.0,87456000000.0,87456000000.0,69.1,65.2,55.0,95.8,88.9,20.9,87.8,成交活跃、量比与换手适中、市值稳定性较高
sz300012,300012,sz,华测检测,15.16,0.2,3.24,0.8,22.93,3.15,-0.39,4.19,12.38,5.5,13.13,707020000.0,25512000000.0,21708000000.0,69.1,77.2,48.1,76.2,78.3,67.1,64.2,中期趋势靠前、成交活跃、量比与换手适中
sh601688,601688,sh,华泰证券,18.64,0.22,0.62,0.74,9.59,0.96,-1.74,-1.84,-6.24,4.84,-19.62,840050000.0,168261000000.0,136198000000.0,69.0,46.6,92.0,79.9,56.3,67.4,94.4,估值相对占优、成交活跃、市值稳定性较高
sh600674,600674,sh,川投能源,15.59,2.23,0.61,1.01,16.44,1.7,3.18,3.59,0.78,3.93,16.34,456970000.0,75995000000.0,75995000000.0,69.0,57.8,72.1,63.9,62.3,96.1,86.6,估值相对占优、市值稳定性较高
sh600901,600901,sh,江苏金租,6.63,1.38,0.68,1.04,11.34,1.49,0.15,1.84,1.22,9.05,11.43,259640000.0,38400000000.0,38391000000.0,68.8,66.2,83.3,45.4,63.6,84.0,75.0,估值相对占优、市值稳定性较高
sh600096,600096,sh,云天化,29.91,0.81,1.91,0.92,10.24,2.15,1.25,-0.76,2.43,-2.38,-7.14,1048560000.0,54526000000.0,54526000000.0,68.7,48.3,76.0,84.7,70.5,75.9,81.7,估值相对占优、成交活跃、量比与换手适中
sh600887,600887,sh,伊利股份,25.84,1.73,1.08,1.12,13.52,3.03,2.42,-1.6,-0.84,-0.69,-6.71,1743320000.0,163447000000.0,162635000000.0,68.6,45.0,63.5,91.8,68.5,89.0,94.2,成交活跃、市值稳定性较高
sz000617,000617,sz,中油资本,7.15,2.44,1.23,2.04,19.68,0.85,3.47,-0.14,3.77,-7.78,-24.72,1111600000.0,90391000000.0,90391000000.0,68.6,38.0,78.4,85.6,66.1,99.1,88.2,估值相对占优、成交活跃、市值稳定性较高
sh601997,601997,sh,贵阳银行,5.79,1.05,1.19,1.05,4.01,0.33,3.76,2.66,3.39,2.84,3.95,251950000.0,21169000000.0,21169000000.0,68.6,61.2,99.9,44.2,67.8,79.3,54.9,估值相对占优
sz002493,002493,sz,荣盛石化,13.65,-0.8,0.51,0.77,44.34,3.0,6.89,0.96,15.97,22.27,17.53,646800000.0,136356000000.0,127465000000.00002,68.5,92.7,33.1,74.4,56.2,52.9,92.2,中期趋势靠前、成交活跃、市值稳定性较高
sz002517,002517,sz,恺英网络,16.55,-0.42,2.75,0.81,16.32,3.49,-5.7,-9.61,7.47,3.82,-23.98,852760000.0,35358000000.0,31264000000.0,68.3,69.5,55.2,80.5,74.7,58.3,73.3,成交活跃、量比与换手适中、市值稳定性较高
sz000902,000902,sz,新洋丰,13.75,0.95,1.87,1.21,10.64,1.38,3.7,1.63,3.15,5.61,-10.83,294820000.0,17253000000.0,15713000000.0,68.3,65.1,85.4,51.4,76.7,77.9,47.2,估值相对占优、量比与换手适中
sh601069,601069,sh,西部黄金,34.08,6.27,7.77,2.15,35.0,6.04,20.0,12.55,46.45,24.91,28.49,2255730000.0,31047000000.000004,30235000000.000004,68.2,97.4,24.5,94.2,55.8,46.1,69.7,中期趋势靠前、成交活跃
sh600888,600888,sh,新疆众和,10.53,2.73,5.83,1.74,20.62,1.26,1.15,3.64,15.71,-8.03,30.65,955720000.0,16354000000.0,16354000000.0,68.1,50.7,71.4,83.0,80.2,96.7,44.4,估值相对占优、成交活跃、量比与换手适中
sh600428,600428,sh,中远海特,11.35,-4.06,1.79,0.86,16.92,1.92,-3.98,-2.58,8.35,51.84,67.53,443770000.0,31143000000.0,24364000000.0,68.0,89.4,69.0,63.1,68.2,6.3,69.9,中期趋势靠前
sh601001,601001,sh,晋控煤业,17.28,2.61,1.57,1.3,17.45,1.55,0.93,-4.0,4.92,-2.99,37.11,452460000.0,28922000000.000004,28922000000.000004,67.9,52.1,73.1,63.6,76.4,98.4,67.7,估值相对占优、量比与换手适中
sz002073,002073,sz,软控股份,5.99,0.84,4.28,1.82,15.62,0.95,6.02,5.09,10.11,5.83,-26.32,260080000.0,6136000000.0,6074000000.0,67.9,75.6,82.5,45.6,90.6,76.3,6.2,中期趋势靠前、估值相对占优、量比与换手适中
