raw_code,code,market,name,price,pct_change,turnover_rate,volume_ratio,pe_ttm,pb,momentum_5d,momentum_10d,momentum_20d,momentum_60d,momentum_ytd,amount_cny,market_cap_cny,float_cap_cny
sh688808,688808,sh,联讯仪器,2265.99,-2.42,4.07,0.76,851.46,79.31,0.49,5.94,5.33,31.75,2667.45,1762500000.0,232642000000.0,43725000000.0
sh688498,688498,sh,源杰科技,1541.0,-2.9,2.78,0.89,538.85,77.84,-3.39,8.9,4.62,36.04,248.09,5280040000.0,191855000000.0,189377000000.0
sh600519,600519,sh,贵州茅台,1304.66,2.5,0.39,1.13,20.03,6.49,0.89,-3.28,1.18,0.51,-3.3,6299790000.0,1630931000000.0,1630931000000.0
sh688826,688826,sh,C频准,979.0,3.33,21.56,0.0,235.26,17.52,423.87,423.87,423.87,423.87,423.87,1524340000.0,39160000000.0,7458000000.0
sh688256,688256,sh,寒武纪,969.05,-6.37,2.75,1.28,182.89,44.86,-16.17,-13.79,-21.92,-26.03,6.63,16886550000.0,609391000000.0,609391000000.0
sz300308,300308,sz,中际旭创,870.22,-7.72,3.51,1.34,49.77,25.54,-13.07,0.65,-19.2,-25.06,42.89,34491670000.0,1017926000000.0,965890000000.0
sz002371,002371,sz,北方华创,707.9,-0.91,1.07,0.96,92.13,13.26,-7.58,-6.86,-8.06,12.52,54.46,5527090000.0,513714999999.99994,513305000000.0
sh688072,688072,sh,拓荆科技,684.13,1.58,2.08,0.91,91.42,15.64,-4.85,-6.03,-13.61,9.0,107.52,4033590000.0,198862000000.0,193399000000.0
sh688802,688802,sh,沐曦股份-U,664.0,-5.14,5.16,0.81,-405.12,20.28,-15.52,-7.13,-20.02,-1.78,14.46,640870000.0,265666000000.0,12303000000.0
sh688836,688836,sh,C宇树-W,603.08,-10.31,27.02,0.0,417.51,27.73,299.92,299.92,299.92,299.92,299.92,5015550000.0,243923999999.99997,18145000000.0
sh688795,688795,sh,摩尔线程-U,527.66,-2.81,3.21,0.82,-334.52,20.37,-10.57,-8.07,-12.91,-17.94,-10.25,512350000.0,248015000000.0,15949000000.0
sz300757,300757,sz,罗博特科,496.4,-1.63,2.99,0.69,-1052.0,51.18,-6.52,1.68,16.22,-22.35,112.77,2406970000.0,83201000000.0,80698000000.0
sh688627,688627,sh,精智达,465.29,-4.02,4.64,0.76,522.98,24.5,-14.15,0.49,-8.77,26.86,108.31,2044450000.0,43797000000.0,43797000000.0
bj920045,920045,bj,蘅东光,450.5,12.21,12.23,2.14,92.02,32.19,14.2,32.9,54.47,9.62,104.47,1565770000.0,42933000000.0,12694000000.0
sh688809,688809,sh,强一股份,438.5,-1.93,6.2,0.92,115.26,14.03,-9.96,-9.4,-7.59,0.11,71.42,700260000.0,56812000000.0,11362000000.0
sh688502,688502,sh,茂莱光学,436.6,-2.51,3.42,0.87,1240.64,19.56,-3.94,10.9,14.36,-3.35,9.49,801250000.0,23053000000.0,23053000000.0
sh688630,688630,sh,芯碁微装,426.15,-0.8,4.14,0.94,180.2,26.83,-5.04,-0.96,1.25,27.21,218.43,2292390000.0,62433000000.00001,56141000000.0
sz300502,300502,sz,新易盛,412.0,-6.79,3.94,1.08,53.49,29.59,-11.72,3.1,-16.09,-18.24,34.18,20574600000.0,574434000000.0,516747999999.99994
sh688766,688766,sh,普冉股份,411.0,-11.36,9.04,0.83,61.51,18.28,-11.8,9.75,10.55,6.45,223.39,5641880000.0,61116999999.99999,61116999999.99999
sh688025,688025,sh,杰普特,409.3,-0.39,4.14,0.93,114.28,16.77,-1.37,20.17,22.18,5.57,190.94,1615410000.0,38904000000.0,38904000000.0
sz301666,301666,sz,大普微-UW,408.66,-3.31,6.8,0.57,13732.22,66.5,-10.87,-5.4,-16.46,-46.09,786.85,733500000.0,178264000000.0,10836000000.0
sh688200,688200,sh,华峰测控,405.99,-1.58,1.99,1.1,143.43,20.16,-7.12,-3.82,5.29,51.37,217.81,1624100000.0,81522000000.0,81522000000.0
sz001309,001309,sz,德明利,400.36,-3.56,8.32,0.8,22.13,13.71,-8.05,-0.11,-0.31,-37.44,72.95,5445320000.0,90819000000.0,66071000000.0
sz301377,301377,sz,鼎泰高科,393.01,-5.64,4.2,1.09,174.87,53.36,-15.1,-10.16,-5.16,12.06,183.56,1643790000.0,166654000000.0,38853000000.0
sz301717,301717,sz,超纯应材,389.99,1.26,25.02,0.72,191.08,16.05,-25.0,490.98,490.98,490.98,490.98,1663420000.0,39719000000.0,6795999999.999999
sz300750,300750,sz,宁德时代,387.89,-0.83,0.33,0.72,21.11,4.81,-3.02,-1.52,-2.69,-8.21,8.06,5444640000.0,1794633000000.0002,1652443000000.0
sh603986,603986,sh,兆易创新,381.66,-6.7,6.71,0.88,33.78,7.18,-14.04,-5.3,-12.07,-18.28,78.76,17362270000.0,267828000000.00003,255137000000.0
sh603444,603444,sh,吉比特,380.82,-0.78,1.69,0.58,12.24,4.53,-2.3,-3.54,7.99,14.72,-8.65,461630000.0,27435000000.000004,27435000000.000004
sh601869,601869,sh,长飞光纤,379.19,4.29,3.94,1.23,91.19,19.18,0.78,10.62,12.99,-5.79,226.7,5922870000.0,313933000000.0,154079000000.0
sh688027,688027,sh,国盾量子,369.1,-4.53,1.75,0.94,6320.77,11.79,-11.87,-11.63,-1.53,-34.08,-26.73,524460000.0,37966000000.0,29666000000.000004
sh688037,688037,sh,芯源微,366.95,0.12,2.21,0.68,1049.38,26.46,6.05,13.89,5.06,49.61,147.15,1640760000.0,74038000000.0,74038000000.0
sz301308,301308,sz,江波龙,364.9,-4.14,4.49,0.8,13.08,7.05,-12.97,-11.54,-2.41,-33.69,49.64,4608810000.0,156786000000.0,102848000000.0
sh688012,688012,sh,中微公司,357.65,-1.34,2.13,0.96,80.97,11.4,-7.78,-8.29,-10.54,20.15,95.65,7209540000.0,342572000000.0,336977000000.0
sh688702,688702,sh,盛科通信-U,351.39,-6.5,3.83,0.87,-949.23,64.55,-16.67,-13.01,-7.89,24.82,148.0,2752540000.0,144070000000.0,71329000000.0
sh688361,688361,sh,中科飞测,349.5,0.01,2.52,0.83,21773.53,23.98,-5.21,-3.57,-10.25,60.4,128.45,3132740000.0,123042000000.0,123042000000.0
sh603061,603061,sh,金海通,347.3,-5.11,6.39,1.21,129.47,17.93,-2.78,8.53,12.69,17.73,259.65,1937110000.0,30214999999.999996,30214999999.999996
sz002916,002916,sz,深南电路,343.63,-4.08,1.15,0.81,64.4,14.22,-12.54,-7.73,-2.78,-16.48,49.48,2614940000.0,234069000000.0,228448000000.0
sh688807,688807,sh,优迅股份,335.0,4.98,21.37,0.98,289.53,15.15,12.04,35.57,29.39,-24.13,79.2,1120100000.0,26800000000.0,5360000000.0
sh688635,688635,sh,长进光子,315.15,-1.93,10.34,0.51,294.19,19.73,-11.97,26.11,25.63,-56.26,669.03,577360000.0,29520000000.0,5596000000.0
sh688797,688797,sh,臻宝科技,314.19,1.94,10.18,0.86,197.25,17.01,-11.35,-10.69,-15.09,605.09,605.09,932110000.0,48791000000.0,9172000000.0
sh603129,603129,sh,春风动力,308.58,-0.14,0.96,0.67,27.25,5.92,5.68,1.75,4.64,37.76,12.42,452970000.0,47362000000.0,47362000000.0
sz301205,301205,sz,联特科技,303.98,0.39,9.52,0.87,452.29,24.48,-0.03,5.92,26.45,-3.75,80.61,2413800000.0,39543000000.0,25457000000.0
sh688536,688536,sh,思瑞浦,301.69,-3.1,3.3,0.82,100.36,6.29,4.2,21.65,21.71,-2.32,88.88,1356440000.0,41656000000.0,40924000000.0
sh688082,688082,sh,盛美上海,301.4,0.1,1.04,0.64,86.11,9.96,-5.37,-6.69,-1.63,31.95,71.81,1486230000.0,145455000000.0,143892000000.0
sz300620,300620,sz,光库科技,298.98,-1.98,3.69,0.72,272.69,33.0,-8.48,5.09,24.47,7.25,103.6,2727060000.0,74500000000.0,73949000000.0
sh688017,688017,sh,绿的谐波,295.15,-6.11,4.81,0.79,395.68,15.33,-18.51,-11.6,-5.25,-3.48,53.81,2621640000.0,54110000000.0,54110000000.0
sh688048,688048,sh,长光华芯,294.0,-4.31,4.5,0.73,1535.91,17.2,-11.68,3.34,-5.77,-25.52,134.54,2335730000.0,51826000000.0,51826000000.0
sh688519,688519,sh,南亚新材,278.2,-4.01,1.98,0.74,177.15,23.24,-11.82,-8.19,16.01,16.4,245.38,1286870000.0,65427000000.0,65427000000.0
sh688235,688235,sh,百济神州,276.67,-4.35,4.53,0.86,99.66,11.48,-4.56,-7.71,0.97,13.44,3.0,1450850000.0,426704000000.0,31832000000.0
sh688785,688785,sh,恒运昌,273.5,1.71,4.29,0.96,192.09,8.5,-7.88,-1.26,-9.27,-21.66,199.3,156580000.0,18516000000.0,3704000000.0
sh688167,688167,sh,炬光科技,272.3,-3.12,7.4,0.78,-439.13,15.59,-6.49,34.22,26.59,-11.99,125.22,2618560000.0,35437000000.0,35437000000.0
sz300604,300604,sz,长川科技,271.1,-2.98,3.53,0.92,111.27,21.55,-10.4,-5.89,-11.03,28.67,167.86,4695430000.0,175017000000.0,132698000000.0
sz301200,301200,sz,大族数控,267.0,-5.32,0.83,0.89,86.02,10.84,-11.26,-3.26,0.69,-4.3,125.95,942120000.0,130565000000.00002,113539000000.00002
sh688120,688120,sh,华海清科,266.66,-1.85,1.65,0.76,115.93,16.63,-3.89,1.19,-1.78,42.99,149.22,2183710000.0,132338000000.00002,132338000000.00002
sh688506,688506,sh,百利天恒,264.98,-6.27,0.59,1.35,-84.37,19.38,-11.5,-16.95,-15.4,11.07,-17.99,655470000.0,109403000000.0,109403000000.0
sh688617,688617,sh,惠泰医疗,258.57,-1.87,1.26,0.74,39.23,11.85,20.19,22.54,23.94,25.77,6.72,462470000.0,36595000000.0,36595000000.0
sz301629,301629,sz,矽电股份,255.79,0.31,5.48,1.08,422.5,9.11,-5.79,-0.02,0.51,-30.3,17.36,268990000.0,10673000000.0,4910000000.0
sz301626,301626,sz,苏州天脉,251.98,-1.53,3.09,0.53,258.51,18.31,-17.94,1.8,11.33,-24.55,35.4,406250000.0,29149000000.0,13259000000.0
sz300666,300666,sz,江丰电子,250.4,1.5,8.27,1.19,125.18,9.89,-7.2,-4.31,3.97,31.65,173.32,4534390000.0,69103000000.0,55366999999.99999
sh688146,688146,sh,中船特气,250.08,-4.95,10.03,0.73,256.79,22.04,-19.36,-23.12,-12.23,43.34,522.03,3638580000.0,132395000000.0,36254000000.0
sz300394,300394,sz,天孚通信,249.5,-8.63,5.92,1.14,117.19,43.56,-12.93,11.87,19.27,-23.15,72.64,16345220000.0,272161000000.0,271553000000.00003
sh688668,688668,sh,鼎通科技,248.0,-1.5,3.25,0.74,111.82,16.46,-15.42,3.77,7.13,-14.46,100.65,1125270000.0,34539000000.0,34539000000.0
sz300476,300476,sz,胜宏科技,245.0,-3.44,2.91,0.78,51.45,15.37,-11.23,-14.34,2.66,-33.52,-14.21,6139780000.0,240782000000.00003,211973000000.0
sz301345,301345,sz,涛涛车业,242.79,-2.95,2.41,0.75,29.21,7.32,-10.41,-6.82,-6.62,17.72,-2.81,204020000.0,26476000000.0,8505000000.0
sh688019,688019,sh,安集科技,242.32,0.52,2.66,0.77,67.28,12.19,-7.48,-4.25,-8.52,11.03,44.89,1442380000.0,55335000000.0,55335000000.0
sz300857,300857,sz,协创数据,240.8,-2.67,2.97,0.74,45.41,19.36,-10.53,-4.48,-0.9,0.48,100.26,3465330000.0,117839000000.00002,117235999999.99998
sz301183,301183,sz,东田微,235.19,-2.98,14.5,1.18,137.61,18.2,9.04,30.73,29.1,-8.39,51.82,2060480000.0,18833000000.0,13806000000.0
sh688692,688692,sh,达梦数据,233.67,-2.67,1.28,0.55,46.43,7.01,-4.86,-2.44,12.17,-9.26,-10.22,221870000.0,26461000000.0,17330000000.0
sh688111,688111,sh,金山办公,233.3,-2.99,1.31,0.68,30.01,7.18,-8.67,-11.16,-3.11,-1.66,-23.71,1424270000.0,108254000000.0,108254000000.0
sh688052,688052,sh,纳芯微,232.0,-5.06,2.28,0.91,-177.86,4.95,-4.92,12.44,14.02,-9.66,46.67,764800000.0,37933000000.0,33270999999.999996
sh688041,688041,sh,海光信息,230.81,-6.25,1.27,1.12,170.75,21.14,-20.08,-20.53,-26.4,-21.43,2.96,6872940000.0,536480000000.0,536480000000.0
sh688347,688347,sh,华虹宏力,229.03,-1.8,3.2,0.6,806.61,8.8,-15.15,-13.25,-25.74,-3.23,112.32,2972070000.0,397991000000.0,93387000000.0
sh688525,688525,sh,佰维存储,225.59,-5.6,4.71,0.85,26.94,12.41,-12.15,-6.78,-6.44,-31.05,96.89,5019590000.0,106381000000.0,106381000000.0
sz300033,300033,sz,同花顺,216.72,-2.44,2.69,1.07,44.62,21.26,-8.17,-9.14,-0.84,-4.85,-4.31,2575290000.0,163112000000.0,95012000000.0
sz300567,300567,sz,精测电子,213.7,-1.56,2.53,0.83,686.07,14.51,-11.14,-9.32,-7.87,10.04,134.84,1231600000.0,59782000000.00001,48521000000.0
sh688409,688409,sh,富创精密,207.25,-0.84,2.33,0.95,887.7,14.04,-7.55,-1.31,4.15,37.7,207.49,1495530000.0,63462000000.0,63462000000.0
sz300870,300870,sz,欧陆通,203.0,-3.65,3.88,0.82,170.36,12.03,-15.06,-3.2,-4.47,-26.18,28.78,1198210000.0,30987000000.0,30983000000.0
sz300972,300972,sz,万辰集团,202.9,0.92,0.86,1.19,22.76,19.16,0.35,-1.7,5.37,11.67,1.33,310810000.0,40039000000.0,36786000000.0
sz300570,300570,sz,太辰光,202.9,-5.39,12.89,0.81,152.64,27.63,4.7,42.9,43.91,23.4,77.13,5025980000.0,46084000000.0,38996000000.0
sz300489,300489,sz,光智科技,202.15,-6.65,8.99,0.82,-1027.33,36.92,-21.78,-14.7,17.96,36.37,297.93,2541380000.0,28131000000.0,28027999999.999996
sz300751,300751,sz,迈为股份,201.72,4.16,4.76,0.86,83.03,7.26,7.84,17.18,10.18,-19.2,-1.84,1819380000.0,56260000000.0,38902000000.0
sh688411,688411,sh,海博思创,201.31,-0.59,1.22,0.8,34.62,7.77,-5.95,-3.49,1.73,-26.64,-18.97,330830000.0,36730000000.0,26689000000.0
sz300548,300548,sz,长芯博创,198.94,0.77,7.15,1.11,120.17,28.06,-9.16,16.24,18.63,-20.08,40.39,4242480000.0,58648000000.0,58529999999.99999
sz002384,002384,sz,东山精密,193.6,-3.72,5.61,1.28,98.91,14.55,-11.05,4.12,-8.64,-9.13,128.71,15219490000.0,354599000000.0,268392000000.0
sh688392,688392,sh,骄成超声,193.1,0.2,4.08,0.67,154.96,12.19,2.55,27.04,24.51,24.0,72.4,920660000.0,22348000000.0,22348000000.0
sh688008,688008,sh,澜起科技,191.83,-4.35,2.91,0.86,91.54,11.62,-14.5,-7.29,-15.52,-24.06,63.38,6416710000.0,234136000000.0,219600000000.0
sz002850,002850,sz,科达利,183.81,-0.01,1.33,0.53,27.16,3.48,-4.78,1.66,3.85,5.71,18.31,512370000.0,52630999999.99999,38538000000.0
sh603268,603268,sh,松发股份,180.93,-1.03,2.18,1.14,52.75,10.54,-1.29,-1.27,18.98,31.68,116.99,923420000.0,184316000000.0,42202000000.0
sh688279,688279,sh,峰岹科技,179.12,0.78,2.96,1.02,80.3,4.03,0.27,8.5,6.45,-17.14,-11.64,501350000.0,20619000000.0,16758000000.000002
sz002028,002028,sz,思源电气,175.2,-0.84,1.44,0.74,41.28,8.33,-4.34,5.91,4.1,-13.03,13.85,1541360000.0,137107000000.0,107008000000.0
sh603083,603083,sh,剑桥科技,174.99,-3.3,7.17,0.72,183.91,8.63,-8.0,18.3,0.7,-15.75,30.49,3493780000.0,64440000000.0,48225000000.0
sh603893,603893,sh,瑞芯微,174.6,-3.33,2.42,0.67,54.01,15.01,-17.45,-14.45,-19.46,0.07,-1.23,1794350000.0,73881000000.0,73871000000.0
sz301392,301392,sz,汇成真空,174.21,3.38,15.05,1.59,420.55,23.31,-1.88,-0.03,5.4,-1.58,35.11,1059990000.0,17421000000.0,7106999999.999999
sz301396,301396,sz,宏景科技,172.86,-7.09,12.48,0.94,1059.85,30.77,-24.01,-12.79,-5.05,-1.67,266.12,3064120000.0,37152000000.0,24461000000.0
sh688195,688195,sh,腾景科技,170.3,-0.99,4.75,0.6,428.23,30.94,1.38,14.68,35.63,-27.19,40.76,1463200000.0,30839999999.999996,30839999999.999996
sh688610,688610,sh,埃科光电,169.0,0.06,4.37,0.71,118.36,7.0,-4.2,8.65,10.48,-8.65,173.42,300990000.0,11492000000.0,6918000000.000001
sh688521,688521,sh,芯原股份,168.66,-5.45,3.13,0.7,-108.16,30.32,-25.47,-20.72,-24.9,-31.67,23.14,2799070000.0,88701000000.0,88701000000.0
sz301486,301486,sz,致尚科技,168.0,-2.95,5.78,0.64,335.84,8.46,-7.94,6.2,12.65,-34.25,35.43,710710000.0,21636000000.0,12252000000.0
sz002281,002281,sz,光迅科技,166.39,-6.83,5.21,1.07,119.14,9.53,-16.7,-6.68,-13.72,-18.42,137.87,6876730000.0,137746000000.0,130786999999.99998
sh603929,603929,sh,亚翔集成,165.82,-0.7,2.04,0.63,28.96,14.82,-7.35,1.82,-6.55,9.67,76.69,714200000.0,35379000000.0,35379000000.0
sh603186,603186,sh,华正新材,165.28,-4.11,11.83,0.72,89.6,11.16,-10.32,8.74,22.25,25.12,234.1,3052330000.0,25914000000.0,25914000000.0
sz301630,301630,sz,同宇新材,161.93,-2.58,5.17,0.89,65.14,5.46,-12.16,-6.73,-4.44,-10.3,34.94,174240000.0,9068000000.0,3397000000.0
sz300760,300760,sz,迈瑞医疗,158.68,2.74,0.98,1.36,24.54,4.98,5.99,1.99,6.81,4.51,-15.99,1874050000.0,192288000000.0,192108000000.0
sz300672,300672,sz,国科微,158.55,-2.92,3.87,0.57,-149.76,8.93,-19.11,-7.02,4.65,-51.8,47.32,1286130000.0,34422000000.0,33349000000.0
sh688002,688002,sh,睿创微纳,158.4,-1.25,2.22,0.77,36.27,9.29,-6.15,-6.27,3.01,24.23,57.6,1641240000.0,73743000000.0,73743000000.0
sz002821,002821,sz,凯莱英,156.57,-6.86,4.59,0.91,50.86,3.22,-11.6,-11.04,-3.92,34.83,70.86,2330110000.0,56469000000.00001,49640000000.0
sz300835,300835,sz,龙磁科技,156.52,-1.76,3.9,1.03,111.36,14.94,-6.21,5.99,10.23,-12.8,139.38,511520000.0,18665000000.0,13081000000.0
sh688205,688205,sh,德科立,156.0,-2.11,5.98,0.67,175.29,10.13,-4.51,14.71,17.6,-34.29,13.47,1489090000.0,24841000000.0,24841000000.0
sh603259,603259,sh,药明康德,155.84,-4.31,2.77,1.08,21.46,5.58,-6.62,-3.41,25.01,53.39,74.98,10767740000.0,464989000000.00006,385436000000.0
sh688313,688313,sh,仕佳光子,154.05,-2.5,5.58,0.9,148.03,40.55,-3.72,14.95,34.08,-5.14,74.11,3875160000.0,69628000000.0,69628000000.0
sz300475,300475,sz,香农芯创,153.0,-3.23,4.38,0.66,38.72,14.67,-11.04,-2.32,-7.74,-15.0,6.06,2993120000.0,71840000000.0,68855000000.0
sh688143,688143,sh,长盈通,150.22,-5.4,13.95,0.75,897.64,14.34,-2.45,45.84,45.75,-11.09,199.48,2569550000.0,19345000000.0,18383000000.0
sz001389,001389,sz,广合科技,149.6,-4.07,4.59,0.92,47.79,9.28,-13.06,-11.08,-10.69,-23.61,84.73,1040870000.0,70717000000.0,22793000000.0
sh688585,688585,sh,上纬新材,149.47,3.9,1.62,0.8,-388.09,51.22,-12.78,-8.07,25.08,-16.78,17.35,1006060000.0,60290000000.0,60290000000.0
sh688507,688507,sh,索辰科技,149.17,-5.86,9.7,0.75,1007.58,4.83,-18.04,-12.97,-1.53,-6.69,48.95,714250000.0,13291999999.999998,7344000000.0
sh688515,688515,sh,裕太微-U,148.8,-5.33,6.77,0.89,-102.38,8.12,-8.9,-2.52,1.0,-22.31,45.1,507620000.0,11904000000.0,7413000000.0
sh688652,688652,sh,京仪装备,148.58,3.55,5.93,1.16,157.49,11.21,-8.73,-7.54,-3.06,9.73,51.33,1063040000.0,24961000000.0,17941000000.0
sh605376,605376,sh,博迁新材,147.54,-4.07,3.98,0.73,158.87,22.26,-16.01,-15.2,-2.72,-17.22,125.94,1531340000.0,38596000000.0,38596000000.0
sz001232,001232,sz,嘉立创,143.08,-4.52,12.33,0.79,55.41,6.61,-16.84,-20.56,69.41,69.41,69.41,779600000.0,79490000000.0,6325000000.0
sh688268,688268,sh,华特气体,142.75,-1.69,3.91,0.72,146.01,10.07,-12.25,-8.23,-8.77,0.11,150.92,709600000.0,18227000000.0,18227000000.0
sz002353,002353,sz,杰瑞股份,142.48,-6.57,2.48,0.83,55.36,6.27,-14.22,-2.31,-5.65,1.99,103.16,2450180000.0,145879000000.0,98464000000.0
sz002409,002409,sz,雅克科技,140.59,1.51,7.59,0.95,66.46,8.41,-11.58,-9.44,-16.98,30.95,90.53,3380930000.0,66911000000.0,44781000000.0
sz301589,301589,sz,诺瓦星云,139.15,1.64,3.34,1.54,20.56,3.15,-4.4,-4.91,4.81,-12.26,-14.99,164110000.0,12863999999.999998,4796000000.0
sh688300,688300,sh,联瑞新材,139.14,-4.25,4.21,0.72,110.88,19.39,-16.42,-6.18,5.59,-16.78,125.91,1414100000.0,33598000000.0,33598000000.0
sz003031,003031,sz,中瓷电子,134.6,-5.24,4.95,1.03,95.9,9.47,-5.93,19.39,24.04,-4.85,85.09,2298760000.0,60712000000.0,45785000000.0
sh688629,688629,sh,华丰科技,133.95,-3.7,2.61,0.81,145.23,21.66,-13.6,-10.28,-12.45,-5.63,33.87,1614580000.0,62723000000.0,61750000000.0
sh603256,603256,sh,宏和科技,133.9,-4.64,1.47,0.69,245.18,41.07,-16.8,-15.01,-16.5,-33.74,264.43,1727790000.0,121124000000.0,117796000000.0
sz300223,300223,sz,君正股份,133.66,-3.48,6.55,0.75,104.05,5.1,-13.98,-3.48,-8.24,-15.11,26.23,3691930000.0,64647000000.0,56529000000.0
sz300814,300814,sz,中富电路,133.0,-4.63,3.02,0.7,499.43,15.58,-15.72,-5.0,-2.64,-16.74,80.0,768550000.0,25460000000.0,25460000000.0
sh688531,688531,sh,日联科技,132.79,-2.63,3.38,0.66,99.38,6.41,-9.7,0.39,1.57,-25.44,102.94,512510000.0,21989000000.0,15241000000.0
sh688123,688123,sh,聚辰股份,132.41,-4.67,5.16,0.67,30.77,6.74,-8.81,1.0,0.9,-0.42,6.03,1089880000.0,21040000000.0,21040000000.0
sz300843,300843,sz,胜蓝股份,132.31,-5.15,6.79,1.04,183.86,13.43,2.26,9.07,3.37,46.17,157.11,1440780000.0,21660000000.0,21236000000.0
sh603991,603991,sh,领先股份,132.25,-1.7,2.13,0.94,1086.07,5.75,-6.27,-1.3,7.03,27.96,79.57,250560000.0,20196000000.0,11841000000.0
sz301369,301369,sz,联动科技,131.09,-2.54,3.77,0.87,338.65,8.96,-10.63,-4.45,-6.5,-30.42,42.22,269480000.0,13412000000.0,7190000000.000001
sh600183,600183,sh,生益科技,126.3,-4.89,2.64,0.9,59.06,16.58,-12.59,-8.85,0.25,-9.67,78.87,8028370000.0,306783000000.0,304604000000.0
sh600563,600563,sh,法拉电子,126.27,-5.11,2.6,1.11,23.58,4.66,-9.22,-6.81,-7.15,-22.81,23.01,752350000.0,28411000000.0,28411000000.0
sh603124,603124,sh,江南新材,126.22,-4.68,5.38,1.0,70.55,9.88,-14.14,-10.55,-1.95,-7.87,60.97,525800000.0,18396000000.0,9796000000.0
sh688796,688796,sh,百奥赛图,124.92,-6.94,7.3,0.76,192.19,24.47,-11.22,-8.82,-8.14,13.98,137.49,360490000.0,55827000000.0,4823000000.0
sz301583,301583,sz,托伦斯,124.7,-4.16,19.13,0.68,241.74,12.5,-22.22,-23.63,-28.74,451.77,451.77,732660000.0,23129000000.0,3845000000.0000005
sh688356,688356,sh,键凯科技,124.0,15.52,24.96,8.58,104.12,5.7,55.02,60.41,68.39,64.69,51.42,1890200000.0,7520999999.999999,7520999999.999999
sh600436,600436,sh,片仔癀,123.76,-0.27,0.68,0.9,39.25,5.23,-4.93,-11.45,-6.74,-2.43,-25.99,505360000.0,74667000000.0,74667000000.0
sh688383,688383,sh,新益昌,122.77,-3.52,2.22,0.89,-151.16,9.74,-4.27,1.75,13.54,-9.91,56.85,274450000.0,12479000000.0,12479000000.0
sh688820,688820,sh,盛合晶微,122.44,-3.97,5.89,0.58,243.94,11.82,-20.03,-12.47,-14.17,-37.69,522.15,1248650000.0,228078000000.00003,21170000000.0
sh688372,688372,sh,伟测科技,122.22,-0.67,3.86,0.88,59.33,5.02,-11.38,-6.7,-3.23,-19.72,12.6,798420000.0,20655000000.0,20655000000.0
sh688368,688368,sh,晶丰明源,122.0,-3.82,3.71,1.13,314.58,5.09,-9.19,-2.5,-5.33,-21.43,48.99,556040000.0,24864000000.0,15091999999.999998
sh603629,603629,sh,利通电子,121.78,-3.33,8.96,0.64,83.57,20.79,-14.74,-3.2,5.84,-29.17,547.77,3935090000.0,44660000000.0,43929000000.0
sh605499,605499,sh,东鹏饮料,120.99,0.8,0.63,0.68,18.1,4.56,-2.01,-7.52,-5.76,-15.06,-40.62,516300000.0,88831000000.0,81791000000.0
sh688981,688981,sh,中芯国际,120.58,-3.38,2.38,0.91,204.59,5.42,-11.83,-4.49,-16.13,-13.82,-1.83,5769410000.0,1032293000000.0,241107000000.00003
sz301563,301563,sz,云汉芯城,120.35,-2.02,7.24,0.74,48.31,7.57,-10.66,-5.57,-0.26,-30.86,2.43,166300000.0,10188000000.0,2303000000.0
bj920125,920125,bj,鸿仕达,120.0,-0.41,5.24,0.61,76.44,9.55,-13.04,-13.04,-1.6,-36.79,624.2,145500000.0,6739000000.0,2748000000.0
sz002851,002851,sz,麦格米特,119.84,-6.42,5.65,0.93,457.67,7.83,-11.56,-0.71,-8.26,-4.9,33.1,3338600000.0,70108000000.0,58924000000.0
sh688686,688686,sh,奥普特,119.23,-3.07,2.01,1.24,69.18,4.57,-4.61,4.86,4.13,-20.24,-3.53,299030000.0,14574000000.0,14574000000.0
sz301603,301603,sz,乔锋智能,119.0,-0.84,6.02,1.09,37.57,5.8,-9.17,-4.03,9.78,-5.88,57.82,266990000.0,14369999999.999998,4490000000.0
sh688125,688125,sh,安达智能,118.74,-3.93,1.45,0.9,-82.12,5.43,-10.72,-1.21,5.59,-34.03,-12.08,141760000.0,9787000000.0,9761000000.0
sh688020,688020,sh,方邦股份,118.55,-8.72,6.25,1.08,-95.43,7.42,-22.35,-16.69,-0.38,-18.8,74.29,611370000.0,9769000000.0,9769000000.0
bj920982,920982,bj,锦波生物,118.18,-2.85,1.43,0.68,21.79,6.87,-7.6,-13.29,-4.23,-28.29,-49.32,94970000.0,13597999999.999998,6555000000.0
sz300776,300776,sz,帝尔激光,117.91,3.43,5.75,1.21,67.48,6.82,-7.78,1.73,-1.95,-19.76,90.94,1203960000.0,33632000000.0,21143000000.0
sh688266,688266,sh,泽璟制药-U,117.83,-8.45,2.89,0.87,56.72,18.13,-3.54,-1.44,-15.36,17.91,27.11,924680000.0,31191000000.000004,31191000000.000004
sh688147,688147,sh,微导纳米,117.3,-2.02,3.11,1.32,348.59,18.68,-9.56,6.17,-0.78,46.16,87.24,1722770000.0,54482000000.00001,54482000000.00001
sh600809,600809,sh,山西汾酒,117.1,0.47,0.5,0.96,13.01,3.86,-1.55,-4.87,0.52,-3.81,-29.09,715510000.0,142858000000.0,142858000000.0
sz301086,301086,sz,鸿富瀚,116.88,-5.66,6.04,1.29,120.98,7.6,-8.49,0.57,2.37,-27.45,46.87,497910000.0,14711000000.000002,8154000000.000001
sz300454,300454,sz,深信服,116.73,-3.21,7.57,1.6,59.15,4.55,-5.2,-5.91,13.88,9.27,1.46,2510690000.0,50376000000.0,33618000000.0
