raw_code,code,market,name,price,pct_change,turnover_rate,volume_ratio,pe_ttm,pb,momentum_5d,momentum_10d,momentum_20d,momentum_60d,momentum_ytd,amount_cny,market_cap_cny,float_cap_cny,score,factor_momentum,factor_value,factor_liquidity,factor_activity,factor_daily_strength,factor_size,reasons
sz300003,300003,sz,乐普医疗,11.92,1.79,0.87,0.76,28.52,1.34,-5.25,-8.52,-7.88,-4.69,-23.82,162550000.0,21974000000.0,18821000000.0,49.8,26.9,71.2,28.0,58.8,89.9,55.1,估值相对占优
sh603806,603806,sh,福斯特,15.29,0.53,0.52,0.95,35.74,2.45,-2.8,1.12,10.08,-12.33,10.72,207350000.0,39888000000.0,39888000000.0,49.7,30.8,52.0,41.5,60.3,71.9,76.0,市值稳定性较高
sh688029,688029,sh,南微医学,75.85,2.71,0.79,1.19,25.63,3.51,3.68,6.89,7.8,-4.23,-5.85,111670000.0,14247999999.999998,14247999999.999998,49.7,48.9,52.3,6.7,67.8,97.0,37.4,估值因子相对较强
sz300408,300408,sz,三环集团,108.91,-0.03,1.29,0.8,75.6,10.1,-12.16,-16.26,8.01,-13.31,140.41,2570750000.0,217463000000.0,203641000000.0,49.6,26.3,7.5,98.0,63.0,63.9,96.7,成交活跃、市值稳定性较高
sz002017,002017,sz,东信和平,16.73,4.69,13.74,7.35,57.55,5.33,23.74,20.62,28.2,1.55,-24.49,1291450000.0,9711000000.0,9706000000.0,49.6,74.9,21.6,91.9,0.0,68.7,21.5,中期趋势靠前、成交活跃
sz300545,300545,sz,联得装备,33.5,-2.05,9.81,1.39,65.04,2.88,10.56,17.96,27.04,-0.71,9.51,382490000.0,6213000000.0,4004999999.9999995,49.5,70.0,34.0,65.4,51.9,35.0,6.7,中期趋势靠前
sz002824,002824,sz,和胜股份,23.88,-0.42,3.51,1.04,37.23,3.17,-6.61,4.87,12.59,-5.98,24.18,188860000.0,7431000000.0,5401000000.0,49.5,51.1,44.8,34.4,85.8,58.3,13.4,量比与换手适中
sz002407,002407,sz,多氟多,33.43,-3.3,5.99,0.83,59.1,4.58,-10.81,-10.33,-2.25,-2.88,-0.85,2163790000.0,39796000000.0,36135000000.0,49.4,35.5,23.4,96.1,69.3,17.1,75.8,成交活跃、市值稳定性较高
sz002311,002311,sz,海大集团,45.13,-2.53,0.6,2.5,22.97,3.15,-1.91,-2.63,-6.08,-4.91,-16.86,447560000.0,74719000000.0,74647000000.0,49.4,27.1,58.1,69.5,50.8,28.1,88.2,市值稳定性较高
sh688065,688065,sh,凯赛生物,42.92,-2.45,0.58,1.3,49.55,1.74,-8.45,-12.0,-2.57,7.43,-13.03,145150000.0,30958000000.0,25039000000.0,49.2,52.2,51.6,21.1,68.6,29.3,68.1,趋势因子相对较强
sh600315,600315,sh,上海家化,18.44,1.15,0.85,0.94,32.38,1.75,6.16,2.96,4.18,-0.49,-17.38,105590000.0,12396000000.0,12396000000.0,49.2,51.2,63.0,3.7,62.6,80.7,32.1,估值因子相对较强
sz002414,002414,sz,高德红外,13.04,-2.76,1.55,1.77,57.5,7.52,-6.99,-7.12,-5.23,0.62,-11.11,681080000.0,55690000000.0,44318000000.0,49.0,38.8,17.1,79.7,74.7,24.9,83.3,成交活跃、量比与换手适中、市值稳定性较高
