raw_code,code,market,name,price,pct_change,turnover_rate,volume_ratio,pe_ttm,pb,momentum_5d,momentum_10d,momentum_20d,momentum_60d,momentum_ytd,amount_cny,market_cap_cny,float_cap_cny,score,factor_momentum,factor_value,factor_liquidity,factor_activity,factor_daily_strength,factor_size,reasons
sh688019,688019,sh,安集科技,230.67,-1.25,1.27,1.1,64.04,11.6,-7.23,-7.86,-9.47,9.57,37.92,669370000.0,52675000000.0,52675000000.0,52.3,48.6,10.6,81.0,69.6,46.4,83.5,成交活跃、市值稳定性较高
sh600038,600038,sh,中直股份,27.73,1.95,0.7,2.05,46.61,1.31,7.44,3.28,3.74,0.83,-22.74,128590000.0,22736000000.0,18550000000.0,52.3,49.9,55.0,14.5,61.7,92.1,56.3,估值因子相对较强
sh688018,688018,sh,乐鑫科技,110.93,1.77,0.75,1.26,45.55,5.53,0.09,-2.78,14.03,-4.26,-8.38,193690000.0,26000000000.0,26000000000.0,52.2,53.8,25.1,36.6,69.1,89.6,62.2,趋势因子相对较强
sz300181,300181,sz,佐力药业,14.22,0.99,1.88,1.24,15.34,3.13,-1.39,-2.2,-0.07,2.16,-10.08,161900000.0,9974000000.0,8573000000.0,52.1,44.7,64.7,27.4,77.5,78.4,21.7,量比与换手适中
sh688315,688315,sh,诺禾致源,15.72,-2.18,1.97,1.0,43.23,2.44,5.72,-1.81,26.98,11.92,18.77,131550000.0,6543000000.000001,6543000000.000001,52.1,87.2,43.8,15.6,72.8,33.1,6.5,中期趋势靠前、量比与换手适中
sh601375,601375,sh,中原证券,4.15,2.72,1.28,4.32,31.34,1.31,4.27,0.78,0.53,3.29,-2.99,181520000.0,19268000000.0,14307000000.0,51.9,48.1,64.7,33.2,33.6,96.9,48.9,估值因子相对较强
sh600637,600637,sh,东方明珠,8.37,0.24,0.9,1.91,40.46,0.95,6.22,0.84,4.76,-10.1,-13.89,252760000.0,28139000000.0,28139000000.0,51.8,27.8,62.0,51.4,66.4,67.7,65.9,估值因子相对较强
sz002734,002734,sz,利民股份,15.09,1.21,2.07,1.65,14.81,1.78,2.86,-4.43,13.37,-9.59,-2.61,136860000.0,7180000000.0,6577000000.0,51.8,40.4,78.3,17.9,81.5,81.6,9.5,估值相对占优、量比与换手适中
sz000568,000568,sz,泸州老窖,83.38,-1.59,0.71,3.2,16.35,2.68,-1.33,-8.46,-5.5,-5.79,-27.41,857990000.0,122727000000.0,122657000000.0,51.6,21.5,66.7,86.2,35.9,41.6,93.2,成交活跃、市值稳定性较高
sz000833,000833,sz,粤桂股份,20.93,0.24,2.57,1.03,18.48,3.76,-1.46,2.55,7.89,-9.94,8.56,243530000.0,16788000000.0,9496000000.0,51.5,32.8,57.5,49.1,78.2,67.7,43.2,量比与换手适中
sz002292,002292,sz,奥飞娱乐,8.17,1.11,2.21,1.66,57.79,3.99,3.81,-2.62,1.11,10.11,-7.68,183240000.0,12081000000.0,8316000000.0,51.5,60.7,25.3,33.3,82.3,80.1,29.0,量比与换手适中
sh600535,600535,sh,天士力,14.84,0.61,0.55,1.28,18.13,1.7,-2.62,-3.07,-6.96,3.49,-0.87,121880000.0,22170000000.0,22170000000.0,51.4,39.5,75.2,10.9,67.9,73.0,54.3,估值相对占优
sh603883,603883,sh,老百姓,13.02,-1.51,1.16,1.41,25.01,1.5,-0.53,-4.41,3.75,7.87,-10.39,114840000.0,9881000000.0,9881000000.0,51.4,62.4,69.0,7.9,75.7,42.7,21.0,量比与换手适中
sz000676,000676,sz,智度股份,6.72,-0.15,2.64,1.6,59.09,1.98,5.33,-9.43,-6.28,13.32,-22.13,221780000.0,8466000000.0,8461000000.0,51.3,53.0,40.4,43.4,87.1,62.1,15.6,量比与换手适中
sh688419,688419,sh,耐科装备,54.69,-2.06,2.58,1.29,71.26,6.01,15.02,10.4,51.29,14.91,98.21,163200000.0,6265000000.0,6265000000.0,51.1,91.8,13.5,28.0,84.1,34.9,5.4,中期趋势靠前、量比与换手适中
sh600449,600449,sh,宁夏建材,12.91,2.95,2.45,1.55,45.98,0.84,11.87,2.06,8.12,-6.31,5.82,150900000.0,6173000000.0,6173000000.0,51.1,41.6,60.4,24.6,86.7,93.6,5.2,量比与换手适中
sz000739,000739,sz,普洛药业,20.55,-1.53,0.66,0.58,28.01,3.62,-6.97,-8.01,-0.53,24.92,28.13,159040000.0,23806000000.0,23796000000.0,51.0,65.1,46.8,26.7,53.1,42.4,58.8,趋势因子相对较强
sh600521,600521,sh,华海药业,16.37,-0.37,1.01,0.89,65.68,2.59,-4.55,-9.21,0.61,4.86,-2.96,248690000.0,24510000000.0,24510000000.0,50.9,51.3,32.8,50.7,62.8,59.0,59.9,趋势因子相对较强
sz002345,002345,sz,潮宏基,9.72,1.78,1.49,1.19,15.11,2.33,1.67,-12.83,-8.82,5.88,-20.0,123710000.0,8636000000.0,8429000000.000001,50.8,43.4,71.3,12.4,73.3,89.7,16.5,估值相对占优、量比与换手适中
sz002245,002245,sz,蔚蓝锂芯,17.73,0.45,1.39,0.91,34.13,3.81,-3.01,-4.06,10.47,-13.81,48.24,393250000.0,30320999999.999996,28529000000.000004,50.6,29.1,39.4,68.1,66.2,70.7,67.6,流动性因子相对较强
sh688332,688332,sh,中科蓝讯,87.64,-0.24,1.01,0.87,8.87,2.75,-0.76,-4.21,8.29,-7.18,0.31,157850000.0,15641999999.999998,15641999999.999998,50.6,40.4,75.9,26.2,62.3,60.9,39.1,估值相对占优
sh600867,600867,sh,通化东宝,8.13,0.37,0.93,1.31,12.25,2.33,-1.33,-3.1,-3.56,-0.85,3.3,149740000.0,15922999999.999998,15922999999.999998,50.6,33.9,75.7,23.7,71.6,69.6,40.7,估值相对占优、量比与换手适中
sz002555,002555,sz,三七互娱,18.28,-2.19,1.77,2.86,12.38,2.87,-1.51,-7.07,-4.69,-6.59,-20.5,523820000.0,40440000000.0,29864999999.999996,50.5,20.4,71.2,76.0,51.9,33.0,77.1,估值相对占优、成交活跃、市值稳定性较高
sz002797,002797,sz,第一创业,6.49,1.88,1.04,3.6,26.13,1.58,3.18,-1.22,-0.61,-5.37,-4.53,282130000.0,27274000000.0,27274000000.0,50.5,28.1,66.8,56.3,31.7,91.1,64.2,估值因子相对较强
sz301529,301529,sz,福赛科技,114.3,-2.32,3.19,1.0,99.87,9.67,29.87,15.44,50.39,5.75,41.19,234240000.0,13536000000.000002,7266000000.0,50.5,81.2,2.0,46.4,82.4,31.1,33.0,中期趋势靠前、量比与换手适中
sh605090,605090,sh,九丰能源,34.91,-0.63,0.52,0.59,15.72,2.01,-1.13,2.74,8.48,-4.07,-18.53,126980000.0,24667000000.0,24642000000.0,50.5,47.7,73.8,13.8,52.2,55.3,60.6,估值相对占优
sh600062,600062,sh,华润双鹤,16.21,1.25,0.68,1.97,10.44,1.37,2.21,-1.1,-4.03,-2.24,-9.5,114050000.0,16835000000.0,16830000000.000002,50.4,31.2,89.6,7.2,63.3,82.1,43.4,估值相对占优
sh600884,600884,sh,杉杉股份,12.25,1.74,1.52,1.83,36.4,1.22,4.88,0.66,-6.27,-13.0,-9.33,339210000.0,27508999999.999996,22480000000.0,50.2,6.7,61.4,63.6,73.1,89.1,64.7,量比与换手适中
sz300711,300711,sz,广哈通信,19.65,5.08,4.35,2.84,66.33,3.67,17.81,5.48,32.68,3.37,-14.64,208530000.0,5511000000.0,4882000000.0,50.2,75.4,25.1,39.4,67.1,63.1,2.2,中期趋势靠前
sh600059,600059,sh,古越龙山,8.42,3.44,2.18,3.51,34.06,1.32,4.86,4.86,5.65,3.44,-8.18,167580000.0,7675000000.0,7675000000.0,50.2,57.7,62.4,29.6,40.7,86.6,11.8,估值因子相对较强
sh605599,605599,sh,菜百股份,16.11,-2.42,1.12,1.79,11.28,2.83,2.55,-1.41,1.13,5.29,3.34,140060000.0,12530000000.0,12530000000.0,50.2,53.4,73.0,19.2,70.8,29.7,30.6,估值相对占优、量比与换手适中
sh688779,688779,sh,五矿新能,8.21,2.11,0.7,1.07,25.04,2.16,0.86,2.88,9.18,-4.52,10.22,109850000.0,15838999999.999998,15838999999.999998,50.2,47.4,60.4,5.6,64.4,94.4,40.0,估值因子相对较强
sh688449,688449,sh,联芸科技,63.89,-4.14,2.44,1.74,48.53,12.08,-5.15,2.31,22.96,-6.18,41.57,467430000.0,29389000000.0,18733000000.0,50.0,53.8,16.3,73.1,82.3,5.1,67.2,成交活跃、量比与换手适中
sz300409,300409,sz,道氏技术,18.68,2.13,1.4,1.5,25.79,1.81,1.41,-0.9,7.11,-14.52,-16.02,180790000.0,14612000000.0,13005000000.000002,50.0,23.9,64.0,32.6,79.6,94.7,37.6,量比与换手适中
sh600754,600754,sh,锦江酒店,19.19,1.8,0.78,1.93,19.9,1.31,1.97,-1.49,-0.21,-6.39,-22.5,133610000.0,20420000000.0,17387000000.0,50.0,26.9,78.0,16.8,65.0,90.0,50.7,估值相对占优
sz002880,002880,sz,卫光生物,23.4,3.77,4.4,7.64,28.99,2.2,17.59,12.18,18.9,-6.36,-7.51,240350000.0,5307000000.0,5307000000.0,49.9,51.6,55.6,48.0,51.9,81.9,0.9,估值因子相对较强
sh600161,600161,sh,天坛生物,12.49,1.38,0.65,1.61,25.39,2.1,1.79,-1.19,-0.56,-5.38,-23.33,162440000.0,24697000000.0,24697000000.0,49.9,28.2,60.8,27.8,71.2,84.0,60.8,量比与换手适中
sh601717,601717,sh,中创智领,15.35,1.72,0.53,1.14,6.69,1.2,1.39,-2.29,-3.52,-9.76,-34.12,124670000.0,27406000000.0,23672000000.0,49.9,14.0,93.6,13.1,64.6,88.9,64.5,估值相对占优
sz300037,300037,sz,新宙邦,62.1,2.48,1.02,0.96,29.31,4.18,-3.2,-6.69,0.62,-13.45,19.65,340230000.0,46816000000.0,33955000000.0,49.8,14.5,40.9,64.0,64.4,99.7,80.1,市值稳定性较高
sz002824,002824,sz,和胜股份,24.47,-3.17,5.91,2.15,38.14,3.24,3.86,3.69,18.04,-1.05,27.25,330400000.0,7614000000.0,5535000000.0,49.8,62.8,40.1,62.4,70.4,19.0,11.3,量比与换手适中
sh601155,601155,sh,新城控股,11.68,5.13,0.82,1.97,38.33,0.43,5.42,-4.03,1.57,-8.1,-16.27,212090000.0,26345999999.999996,26345999999.999996,49.8,27.4,66.2,40.9,64.4,62.4,62.9,估值因子相对较强
sz002414,002414,sz,高德红外,12.94,-2.04,1.92,2.7,29.77,6.58,-1.45,-7.51,-6.97,-0.08,-11.79,841150000.0,55263000000.0,43978000000.0,49.7,32.8,33.1,85.5,56.7,35.1,83.9,成交活跃、市值稳定性较高
sh688305,688305,sh,科德数控,61.88,0.59,3.45,2.79,91.09,4.36,-3.13,-6.5,14.64,2.04,0.47,286400000.0,8203000000.0,8181000000.0,49.7,66.1,13.1,56.8,66.7,72.7,14.9,趋势因子相对较强
sh603379,603379,sh,三美股份,58.44,-1.81,0.72,2.04,16.7,4.21,-5.02,-9.24,-1.22,-2.36,-1.81,257240000.0,35676000000.0,35676000000.0,49.7,34.2,56.0,52.2,62.1,38.4,72.8,市值稳定性较高
sz002007,002007,sz,华兰生物,13.27,1.07,0.65,1.18,28.25,2.25,1.76,0.15,0.08,-0.75,-9.3,136430000.0,24227000000.0,20881000000.0,49.7,39.9,56.3,17.7,66.5,79.6,59.1,估值因子相对较强
sh688508,688508,sh,芯朋微,84.58,-1.01,2.43,1.04,44.2,3.87,2.98,1.54,34.85,-8.41,39.92,273120000.0,11200000000.0,11200000000.0,49.6,51.7,32.7,55.2,77.3,49.9,26.5,量比与换手适中
sh688213,688213,sh,思特威-W,99.02,-0.18,0.64,0.84,35.17,7.38,4.69,0.54,3.34,2.78,5.1,205920000.0,39836000000.0,32033999999.999996,49.6,52.4,27.5,38.7,58.8,61.7,76.2,市值稳定性较高
sz002913,002913,sz,奥士康,56.95,0.19,0.79,0.98,84.82,4.17,-0.9,-0.09,39.65,3.26,34.18,137940000.0,18074000000.0,17395000000.0,49.6,75.7,16.4,18.3,63.1,67.0,46.6,中期趋势靠前
sz300475,300475,sz,香农芯创,152.0,-1.11,1.97,1.02,38.47,14.58,-1.55,-7.2,4.47,-13.17,5.37,1344000000.0,71370000000.0,68404999999.99999,49.5,22.5,21.4,92.5,73.2,48.4,87.8,成交活跃、量比与换手适中、市值稳定性较高
sh600191,600191,sh,华资实业,11.58,-0.43,2.79,2.63,81.72,3.29,8.33,9.97,21.89,10.41,-9.73,158540000.0,5616000000.0,5616000000.0,49.5,84.2,22.3,26.5,65.1,58.1,2.7,中期趋势靠前
sz000823,000823,sz,超声电子,14.78,-0.54,2.6,1.03,39.77,1.58,2.64,-1.6,12.65,-8.88,10.63,227530000.0,8793000000.0,8793000000.0,49.3,41.1,55.5,45.0,78.4,56.6,16.7,量比与换手适中
sh688758,688758,sh,赛分科技,26.16,-0.72,1.89,1.16,78.77,8.03,-2.82,-6.6,7.79,43.66,48.13,149900000.0,10895000000.0,7800000000.0,49.3,82.8,8.2,24.2,75.8,54.0,24.6,中期趋势靠前、量比与换手适中
sz002987,002987,sz,京北方,11.65,0.6,1.64,1.97,39.44,4.19,11.48,3.37,6.78,0.26,-34.43,191540000.0,12121000000.0,11812000000.0,49.1,53.9,33.6,35.7,70.9,72.9,29.2,量比与换手适中
sz001359,001359,sz,平安电工,85.0,-2.09,2.9,0.93,88.7,9.93,-4.39,-4.15,9.76,21.11,56.51,149830000.0,20498000000.0,5125000000.0,49.1,81.4,3.7,23.8,78.5,34.4,51.1,中期趋势靠前、量比与换手适中
sz001210,001210,sz,金房能源,26.99,0.37,3.06,0.84,43.7,4.16,-0.22,22.91,53.53,3.21,123.85,110220000.0,5925000000.0,3601000000.0,49.1,76.2,31.8,5.9,77.8,69.6,3.8,中期趋势靠前、量比与换手适中
sh603619,603619,sh,中曼石油,22.54,-1.87,4.3,1.37,33.46,2.42,1.53,-0.44,5.72,-11.92,-1.62,442310000.0,10421000000.0,10421000000.0,49.0,26.6,49.7,72.4,94.7,37.6,22.8,成交活跃、量比与换手适中
sz002026,002026,sz,山东威达,11.65,5.91,4.21,6.62,23.99,1.32,13.77,9.49,18.88,-6.73,-22.49,210780000.0,5132000000.0,5132000000.0,48.8,50.8,71.6,40.5,53.4,51.3,0.4,估值相对占优
sh688279,688279,sh,峰岹科技,193.99,6.22,1.64,1.47,86.96,4.37,16.4,14.54,23.16,-7.96,-4.3,292730000.0,22331000000.0,18149000000.0,48.7,49.9,14.2,57.3,80.8,46.9,54.8,量比与换手适中
sh600486,600486,sh,扬农化工,54.56,1.0,0.59,1.4,17.36,1.84,-1.59,0.98,-2.78,-5.01,-20.55,129220000.0,22048000000.0,22048000000.0,48.7,25.8,74.4,14.9,71.0,78.6,53.9,估值相对占优、量比与换手适中
sz002152,002152,sz,广电运通,9.87,1.33,0.53,1.54,28.96,2.01,6.13,-3.42,0.0,-4.27,-26.56,128910000.0,24511000000.0,24499000000.0,48.7,32.7,57.9,14.7,71.8,83.3,60.0,量比与换手适中
sz000758,000758,sz,中色股份,6.31,3.44,1.69,3.13,25.74,2.05,7.13,2.44,7.31,-7.14,-4.18,209690000.0,12555000000.0,12511000000.0,48.6,39.4,61.0,40.1,45.2,86.6,30.8,估值因子相对较强
sz001339,001339,sz,智微智能,75.31,-3.06,2.51,1.6,53.81,9.09,-4.63,-8.78,9.72,-3.13,91.67,307670000.0,24629000000.0,12193000000.0,48.5,51.5,15.2,59.9,86.0,20.6,60.2,量比与换手适中
sz300400,300400,sz,劲拓股份,28.65,0.42,2.96,1.79,79.15,9.4,1.31,-4.34,34.89,-0.17,47.76,203420000.0,6970999999.999999,6948000000.0,48.5,69.1,6.8,38.4,85.3,70.3,8.4,量比与换手适中
sz002906,002906,sz,华阳集团,26.65,-2.77,2.94,3.39,16.62,1.96,3.86,0.76,6.69,-9.57,-11.4,417030000.0,13988999999.999998,13983000000.000002,48.3,32.2,73.5,70.8,49.1,24.7,34.4,估值相对占优、成交活跃
sz002472,002472,sz,双环传动,35.69,-0.03,1.14,1.2,23.87,2.92,-1.68,-7.87,-1.41,-10.1,-24.27,305340000.0,30336000000.0,27016000000.000004,48.3,15.1,55.0,59.7,70.8,63.9,67.7,量比与换手适中
sz301603,301603,sz,乔锋智能,119.54,-0.97,4.95,1.85,32.4,5.43,2.29,-5.13,17.48,-8.96,58.54,222720000.0,14436000000.000002,4511000000.0,48.2,44.9,34.0,43.7,84.7,50.4,36.4,量比与换手适中
sz002125,002125,sz,湘潭电化,13.06,1.48,2.44,1.43,25.34,2.37,4.06,2.19,6.87,-13.08,-7.01,199010000.0,8222000000.0,8222000000.0,48.2,26.6,58.0,37.8,86.2,85.4,15.1,量比与换手适中
sz000950,000950,sz,重药控股,5.51,-1.25,1.58,1.23,26.3,0.81,-2.65,-2.65,1.47,-2.82,-4.36,149160000.0,9437000000.0,9437000000.0,48.2,39.4,75.0,23.5,74.9,46.4,19.2,估值相对占优、量比与换手适中
sh603039,603039,sh,泛微网络,39.76,-0.85,1.75,0.74,36.22,4.56,-8.91,-13.11,28.55,-5.51,-10.76,215590000.0,12232000000.0,12232000000.0,48.1,57.0,33.5,42.1,65.2,52.1,29.6,趋势因子相对较强
sz301029,301029,sz,怡合达,26.16,1.16,1.36,1.61,30.32,3.79,5.36,-4.8,6.78,-6.77,0.52,161000000.0,16632000000.0,11847000000.0,48.1,38.9,42.5,27.1,76.8,80.9,42.7,量比与换手适中
sh600380,600380,sh,健康元,9.32,0.87,0.75,1.35,14.23,1.12,-7.17,-9.69,-8.63,-5.86,-17.74,128420000.0,17051000000.0,17051000000.0,48.1,19.8,86.3,14.3,71.1,76.7,44.4,估值相对占优、量比与换手适中
sz300618,300618,sz,寒锐钴业,35.58,2.6,1.92,1.98,48.78,1.98,4.19,-4.84,5.64,-7.75,-21.0,184460000.0,11019000000.0,9695000000.0,48.0,35.1,44.9,34.4,72.9,98.6,25.6,量比与换手适中
sz301500,301500,sz,飞南资源,23.62,6.01,7.99,2.32,17.06,2.45,3.1,-2.03,12.48,-12.21,51.07,267150000.0,13253000000.0,3402000000.0000005,47.9,35.1,67.6,54.1,50.2,49.9,32.3,估值因子相对较强
sz302132,302132,sz,中航成飞,57.7,2.89,0.6,1.59,47.76,7.38,1.19,-0.33,-1.25,-4.62,-26.6,201180000.0,154180000000.0,33816000000.000004,47.9,28.5,19.9,38.2,71.3,94.4,95.0,量比与换手适中、市值稳定性较高
sh600570,600570,sh,恒生电子,21.75,1.87,0.89,2.42,33.45,4.24,3.62,-4.61,-0.55,-10.05,-27.38,364810000.0,41187000000.0,41187000000.0,47.7,17.5,37.1,66.1,54.9,91.0,77.8,市值稳定性较高
sz002637,002637,sz,赞宇科技,11.34,1.61,2.28,0.89,23.76,1.44,-0.87,5.59,16.19,-10.18,11.89,119470000.0,5334000000.0,5271000000.0,47.7,41.1,70.7,10.0,72.8,87.3,1.1,估值相对占优、量比与换手适中
sz300236,300236,sz,上海新阳,87.26,0.65,1.4,0.83,71.85,4.0,-7.02,-6.67,0.67,-4.03,37.89,339220000.0,27345999999.999996,24319000000.0,47.6,34.9,20.5,63.8,64.5,73.6,64.3,流动性因子相对较强
sz300896,300896,sz,爱美客,94.63,1.37,1.01,1.48,26.15,3.62,0.35,-8.98,-9.32,-6.59,-32.85,211530000.0,28633999999.999996,20914000000.0,47.6,18.2,48.3,40.7,76.1,83.9,66.3,量比与换手适中
sz300990,300990,sz,同飞股份,82.49,-0.81,10.49,2.75,56.32,6.69,21.92,11.65,9.93,5.08,-7.99,685330000.0,14124000000.0,6415000000.000001,47.5,66.5,17.1,81.5,20.9,52.7,35.1,成交活跃
sh603501,603501,sh,豪威集团,84.55,-1.17,0.54,0.95,32.85,3.27,-2.7,-7.62,-7.79,-8.64,-32.79,549410000.0,106339000000.00002,102049000000.0,47.5,13.9,43.7,76.9,60.4,47.6,91.9,成交活跃、市值稳定性较高
sz300458,300458,sz,全志科技,30.93,0.75,2.54,1.35,51.99,8.82,-1.87,-11.88,-22.17,-6.92,-11.27,642700000.0,30733000000.0,25182000000.0,47.4,16.4,16.4,80.3,85.2,75.0,68.6,成交活跃、量比与换手适中
sz300679,300679,sz,电连技术,49.56,-3.39,5.55,1.6,90.4,4.18,1.18,14.7,32.16,-14.86,2.3,984480000.0,21054000000.0,17815000000.0,47.3,38.4,14.5,88.0,85.6,15.9,52.7,成交活跃、量比与换手适中
sz002353,002353,sz,杰瑞股份,139.24,-1.51,0.76,0.82,54.1,6.12,-7.48,-1.11,-0.33,-5.53,98.54,733060000.0,142562000000.0,96225000000.0,47.3,28.2,18.9,83.0,59.2,42.7,94.1,成交活跃、市值稳定性较高
sh600621,600621,sh,华鑫股份,13.19,2.89,0.85,3.94,21.41,1.52,4.19,-1.79,1.0,1.39,-12.64,118090000.0,13993000000.0,13993000000.0,47.3,46.2,72.7,9.5,30.3,94.4,34.6,估值相对占优
sz000155,000155,sz,川能动力,12.23,1.75,0.96,1.38,25.02,2.02,4.35,-0.33,-3.17,-12.77,4.98,215090000.0,22579000000.0,22579000000.0,47.1,9.6,62.1,41.8,73.4,89.3,55.7,量比与换手适中
sz301333,301333,sz,诺思格,54.72,-3.66,1.97,1.5,39.54,2.67,-6.68,-14.45,13.2,12.24,-7.86,106630000.0,5285000000.0,5278000000.0,47.1,80.1,43.6,3.4,84.0,12.0,0.5,中期趋势靠前、量比与换手适中
sz300558,300558,sz,贝达药业,48.64,-1.1,1.72,0.65,44.04,3.06,-4.94,-28.05,-16.17,0.95,4.51,355710000.0,20591000000.0,20535000000.0,47.0,33.4,38.4,65.6,63.0,48.6,51.8,流动性因子相对较强
sz300740,300740,sz,水羊股份,21.98,0.5,3.54,1.17,68.49,4.43,10.84,-4.14,13.42,-10.51,-7.42,318360000.0,9669000000.0,8989000000.0,47.0,38.3,19.4,61.1,89.0,71.4,20.3,量比与换手适中
sz001301,001301,sz,尚太科技,63.58,0.92,0.7,0.41,26.76,3.22,2.01,16.92,15.29,-6.29,4.58,115470000.0,23182000000.0,16536000000.000002,47.0,49.7,49.9,8.2,49.5,77.4,57.5,估值因子相对较强
sz301099,301099,sz,雅创电子,50.41,-1.29,5.15,1.92,29.0,6.04,3.45,-1.06,12.6,-8.78,53.61,299460000.0,9524000000.0,5796000000.0,46.9,41.2,34.7,58.8,81.5,45.9,19.5,量比与换手适中
sh600685,600685,sh,中船防务,26.14,0.93,0.58,1.75,28.02,1.95,4.1,-1.95,-1.13,-5.72,-7.68,123270000.0,36949000000.0,21472000000.0,46.9,26.1,60.3,12.0,67.5,77.6,73.5,市值稳定性较高
sh688111,688111,sh,金山办公,235.2,0.19,0.52,0.91,30.26,7.24,-4.83,-9.71,-4.23,-9.89,-23.09,573620000.0,109135999999.99998,109135999999.99998,46.7,13.1,31.4,77.8,59.4,67.0,92.1,成交活跃、市值稳定性较高
sh688318,688318,sh,财富趋势,77.22,4.38,1.78,3.93,91.25,7.34,1.21,-2.77,14.1,-5.6,-18.06,487390000.0,27689000000.0,27689000000.0,46.7,49.9,5.1,74.4,37.6,73.1,65.6,成交活跃
sh688380,688380,sh,中微半导,40.74,-1.59,1.55,1.21,44.16,5.05,-5.43,0.87,10.71,-5.39,27.91,252090000.0,16311000000.000002,16311000000.000002,46.7,47.0,27.0,51.3,74.2,41.6,42.5,量比与换手适中
sh688239,688239,sh,航宇科技,49.62,-1.9,3.49,1.45,44.52,4.23,14.23,7.87,19.31,-13.31,-26.51,328080000.0,9473000000.0,9473000000.0,46.6,37.8,30.1,62.2,94.9,37.1,19.4,量比与换手适中
sz002979,002979,sz,雷赛智能,55.68,0.51,1.97,0.91,72.81,9.73,-0.3,-6.87,-3.42,9.02,33.14,242730000.0,17597000000.0,12405000000.0,46.6,51.3,8.1,48.7,70.8,71.6,45.2,量比与换手适中
sz002635,002635,sz,安洁科技,15.38,-1.66,3.68,1.89,47.55,1.73,2.4,-2.16,12.26,-11.71,12.18,224490000.0,10146000000.0,6083000000.0,46.6,35.3,49.0,44.3,88.7,40.6,22.4,量比与换手适中
sh603889,603889,sh,新澳股份,5.96,4.2,2.27,5.61,10.58,1.51,6.24,4.38,1.88,-1.0,1.95,125050000.0,5657000000.0,5615000000.0,46.6,43.1,88.0,13.3,41.4,75.7,2.9,估值相对占优
sz300957,300957,sz,贝泰妮,33.39,0.57,1.74,2.19,25.68,2.3,8.27,-1.5,0.51,-9.51,-14.31,247380000.0,14144000000.0,14144000000.0,46.5,21.7,58.5,50.2,66.7,72.4,35.3,估值因子相对较强
sz300497,300497,sz,富祥股份,16.84,0.6,2.18,1.08,70.41,3.88,-3.88,-7.83,-0.47,9.92,11.82,167490000.0,9071000000.0,7683000000.0,46.4,56.6,22.2,29.4,76.2,72.9,17.9,量比与换手适中
sh688110,688110,sh,东芯股份,112.71,-1.11,1.99,1.12,86.65,12.0,-1.57,-1.73,4.84,-10.9,-14.19,996640000.0,49860000000.0,49860000000.0,46.3,26.8,3.6,88.4,75.7,48.4,81.2,成交活跃、量比与换手适中、市值稳定性较高
sh603486,603486,sh,科沃斯,54.31,-3.38,0.94,1.74,15.5,3.3,-10.53,-5.94,-10.48,-5.51,-31.91,293310000.0,31424000000.0,31139000000.0,46.3,19.9,63.0,57.5,70.6,16.0,69.2,量比与换手适中
sh603082,603082,sh,北自科技,41.79,-3.71,7.79,1.65,47.62,3.98,5.26,1.24,13.59,21.84,15.09,133140000.0,6961000000.0,1695000000.0,46.3,85.9,30.3,16.7,66.8,11.3,8.2,中期趋势靠前
sz002170,002170,sz,芭田股份,11.33,1.61,1.38,1.82,10.84,3.14,0.62,-1.22,-2.75,-4.39,-2.41,121960000.0,10995000000.0,8938000000.0,46.3,27.6,71.2,11.1,72.2,87.3,25.4,估值相对占优、量比与换手适中
sh600761,600761,sh,安徽合力,16.35,0.99,0.7,1.43,13.5,1.32,-1.09,-3.71,-10.16,-4.94,-19.81,101120000.0,14563000000.0,14563000000.0,46.3,21.6,86.0,0.9,72.5,78.4,37.5,估值相对占优、量比与换手适中
sz002988,002988,sz,豪美新材,24.35,2.79,3.22,2.27,52.09,2.26,10.18,13.73,21.2,-14.44,-33.83,196160000.0,6083000000.0,6083000000.0,46.2,36.5,40.5,37.5,76.5,95.9,4.8,量比与换手适中
sz002297,002297,sz,博云新材,17.46,-0.51,3.71,1.2,44.75,4.36,-0.68,-8.73,7.78,-12.48,45.86,369860000.0,10006000000.0,10006000000.0,46.1,28.9,29.3,66.5,91.0,57.0,22.0,量比与换手适中
sh600895,600895,sh,张江高科,30.39,0.5,0.69,1.14,49.73,3.44,-3.74,-9.5,-3.06,-8.47,-30.57,322410000.0,47065000000.0,47065000000.0,46.1,17.9,32.1,61.5,65.9,71.4,80.3,市值稳定性较高
sz000524,000524,sz,岭南控股,10.09,-1.08,1.89,2.05,88.58,2.97,5.65,5.99,12.74,9.45,-15.49,128330000.0,6762000000.0,6759999999.999999,46.1,77.1,23.0,14.2,71.0,48.9,7.7,中期趋势靠前、量比与换手适中
sz002294,002294,sz,信立泰,32.09,0.53,0.72,0.83,53.12,4.18,-4.61,-9.07,-2.99,-2.73,-34.51,258870000.0,35774000000.0,35766000000.0,45.9,31.5,26.2,52.5,59.2,71.9,72.9,市值稳定性较高
sz300748,300748,sz,金力永磁,27.37,1.11,0.68,0.84,43.83,4.95,3.21,-1.12,11.71,-12.61,-19.24,210770000.0,37825000000.0,30980000000.0,45.9,33.5,27.7,40.3,59.1,80.1,74.0,市值稳定性较高
sz300003,300003,sz,乐普医疗,12.06,0.84,0.69,0.8,28.85,1.36,-1.15,-7.23,-6.87,-2.8,-22.92,130790000.0,22232000000.0,19042000000.0,45.9,28.4,66.2,15.4,58.2,76.3,54.5,估值因子相对较强
